car_id,target_reg
e60616052a,31.361015
O-1094429s,33.65079
G-3730407g,69.54099
W17258092O,51.234238
Z-8046890f,31.22771
C-1531638p,67.217155
b16129006F,53.737488
O20309077v,33.532814
G-1150322W,73.86917
v-1523714V,39.65678
m41491349u,33.36245
N-2592617I,50.555813
b15147844G,44.190193
J-1119809Z,33.096527
x13343580w,34.294075
R88463379h,45.334496
w-5790710u,49.86715
w20420004F,33.55337
J-9110297t,38.519108
E15110775p,47.019665
j-8044553g,33.302246
F16044963S,31.768286
R91630921n,31.03225
A-3836077o,32.581932
s-2202835E,45.65289
O-2222377Z,36.052963
s22484554J,38.553726
D88984934M,69.33464
X19668940Y,32.8494
D-1808806N,34.93456
j18586699W,43.498123
H69080088J,41.2284
n12252517h,32.00923
i-1711813H,70.080986
S10721675C,46.5457
X-2170601O,34.180603
i97387429H,47.17649
d22008645E,46.92616
n-3455333h,46.79084
B23739608U,31.65567
F-4198459W,42.535896
B-4284440k,50.841743
G-6904316x,32.192974
N-1095600Q,33.006367
D-1029823M,59.408005
d88026009F,47.293423
P-1279354K,47.322567
S-2221955m,51.387993
U-2195930Q,35.614925
L-1748371J,32.18582
C-1092574s,52.88182
x78336615j,72.38302
d22823530e,44.2045
f-5599112Q,74.13238
w12601279c,40.250954
O12999011Q,33.767704
D39654489v,37.05605
G-1119002U,34.786804
x-1331259n,52.448395
x-1366202T,46.78324
e22337672e,49.33288
h11974580h,47.794632
b-1924728p,47.922474
t-8150753L,45.61052
i16707497b,44.746284
d40778348c,33.60857
x-6745292f,32.211975
Q-1197469B,32.572273
y19339480p,32.236446
E-1574398v,36.994534
F-1541843G,47.468735
J-1898029b,35.648186
i-2267354V,46.79714
z-1706928C,76.512634
h16480906Q,36.091145
b20875811r,51.038853
g57509660G,53.027973
i10233407e,39.879215
b-1633141B,47.85034
r44343477P,70.17938
X10140728m,39.233013
u60678999S,35.003
X66836862t,46.77971
r-2626717n,67.25061
l25990633r,45.459736
o16159959N,72.699776
P-8366433v,44.359787
D-1742188V,31.611935
q15163647k,31.996538
m-1582917S,35.419388
u15259964F,48.879032
M-1332669r,31.991812
F-2033009p,38.838707
w15256527O,47.56275
v-2214221g,52.456116
u-8176531i,55.76589
B44546931a,42.200623
C-3329059P,37.001316
z48466812V,47.590088
N91717170a,47.13832
h10197943p,32.221886
f-1804114y,33.248867
y65839268d,59.98381
s20690018N,40.0472
Z16406378j,51.247944
r-6401544e,32.197815
A74571031O,30.057096
I-1022513U,47.995556
M-1528828l,38.79622
w-5395626f,51.915924
U15424894F,35.58545
X-1521550g,56.224155
b-1756095Y,40.309525
S-4942615g,49.047916
a-1170299l,46.534325
W20898223q,45.785038
u13780325P,33.21518
q35175771e,48.68889
K81291347a,68.84336
G15557106t,61.42978
y21647488o,49.37028
O-2154805o,53.269405
D11355691L,64.90038
t60412618s,30.92431
M15952724y,50.080338
k24372320c,52.954678
J16859061o,41.81853
M11049568F,32.413807
z11525648X,50.924213
u41400760y,70.39177
V48666541E,43.308292
t-1305628R,45.70979
F20989471t,30.34027
G19704655v,43.79799
h-1084715m,76.8226
X13848460A,44.710503
H49107775b,34.19509
V-2127600s,36.97194
M-2221760V,36.069386
w-2040826k,37.503418
Z15550264W,70.24746
b-8727186X,73.51293
g10838650B,35.95252
d19534101p,73.635
j-8523085j,32.402905
Y-2259833v,68.99625
y40076926G,38.670994
m21197630U,73.405914
J-9282883I,64.957436
y-1593526o,50.58165
R18548797W,74.42878
M78454309n,31.958742
H-1952766q,48.699196
O-7318695N,41.319252
Z-1382353b,38.094
y33995729F,72.09124
A-1931285c,33.30249
b-4023465w,75.59192
y28247093F,69.5271
b-2099867z,33.435394
N13810671e,46.379074
M-1208274P,40.046364
E94491875l,52.505085
p14296940a,34.931583
e-5032325d,30.716375
f-2278644T,45.61209
N-1449511Y,59.063385
R72473068v,47.231453
K15727484r,48.86806
x-1530392k,50.40687
m14032324U,41.109604
o-3502321X,31.750729
M-9369867A,46.7197
e-1176726O,49.68192
F-8971471f,31.191753
w16001206y,32.59158
T24942626H,40.37381
Z-9250568A,34.832287
R20946794F,48.82656
y-3708778R,37.07458
d-7461024X,44.197876
r-1304067j,32.402546
M-1727464u,30.570316
X12353297J,32.134136
t19399198h,66.13679
a-2221133L,53.199585
n15134422D,73.7024
e-1041702t,70.29539
Q-1108615n,51.94655
r67742622z,45.04503
Y77630283F,45.13604
I-8740476B,50.56838
f12831819d,45.232544
y-2117938S,35.30197
X13552128w,46.750534
m89915934c,31.732752
u12923191V,33.55337
g64040787A,34.659412
B53432209f,33.4766
Q18090458O,38.782803
v11087640F,65.586395
s-1018199L,47.985058
T15119744o,37.979443
E-2442116D,30.17271
l93168360C,50.589386
Q52925581k,50.806892
k11571129f,41.61713
K18787489X,45.86861
i17417440r,35.391827
H-9338402M,51.06822
e18576123A,72.19252
L93331905w,50.255146
G18790404J,31.658958
H19063606t,45.6083
A82111385d,35.16198
l96257336G,38.82337
c31569057o,37.108826
O-2283230Y,35.42501
B-6097000E,32.85964
s-8423183t,74.67106
p16672632d,35.55964
J11698270E,46.00636
G22172959I,32.51895
I21909345v,35.216934
m13540768n,43.232132
N-2047707A,49.496944
q15473703P,32.55667
b28091206k,34.95347
d-2060227V,44.03907
D23788223O,36.56655
k-1947529W,52.473644
b-9715554C,36.501915
q-5271670J,47.233826
u12970971g,42.77286
n-6059768d,63.023182
L22185348p,41.81098
O13331241u,41.175636
L16141312N,34.414665
W38697890A,30.878405
u-2120761B,52.851105
c66464279D,66.255424
e13156563s,37.99516
T42238184L,52.65043
D-1336442P,34.492054
E-5337479S,44.65787
X95516419Q,35.60288
H-2355000g,30.518492
s-5301854b,73.90521
u-2940182P,33.146515
G-9079594w,43.11107
Z20606311h,40.74365
t-6922750L,42.23696
Q21391218q,33.96492
u12977186v,49.532578
h13802624r,43.9095
I-1538597J,37.798088
X11025811v,41.730087
S-2294339s,72.212265
g13118176m,45.763954
S21991071M,71.17826
L10129399Y,55.249302
Z13161380J,31.010578
J-6052671x,41.951973
e11908473n,41.954266
U-1131662Q,34.11215
h54754410l,33.999672
w68053735H,62.22395
A31292617m,63.238483
V45384349q,47.94225
k-1087627k,32.471996
Q-1888317Y,37.361877
Q-1456372K,34.930004
S19572879o,30.879887
j13287780b,32.749664
X-1427883w,43.114532
t12980699M,34.44971
K-9081250O,32.12427
N96928373A,62.98601
r19349335d,68.804756
D22898421E,36.025887
A-7650056Z,40.048195
B-1572757V,33.297882
D11212854M,31.954603
H62136397R,45.72197
n16749457W,32.50026
c-1411220k,30.979242
g-8950344h,51.564808
g28465883Y,33.006905
O-3470382z,39.78991
C-7657933N,44.232483
n-7904705X,35.85628
E-2002668A,46.475723
E15401424s,54.998867
Q-1558145Z,70.77431
j-1474542d,36.19099
J51767292L,47.545498
M-1609284U,39.561546
O32025767k,50.92977
G-4998152Q,30.811403
d-8684879I,46.693695
c11762411c,33.514954
T61957630q,48.601284
e-1246632H,32.96029
a96529450S,41.427288
m-1300432a,33.225315
H-1232380o,52.393513
U18643336W,46.60732
E42133174Y,45.000637
N-2173692X,43.8327
O15299283X,34.030582
Y11513708Q,44.86894
I14426935X,30.505697
L-1576450f,31.504143
L-2066997I,42.7223
g20198311v,44.51465
K-1750463c,32.91451
A48818516t,32.809772
b12102660G,75.14854
C-1721101w,71.87957
L21617225g,47.011433
y18690561q,32.91406
Z-2044688T,45.20839
w-3300489y,52.700943
o43682483i,44.849514
p-2177230P,48.76851
d53962651M,48.049374
h-1079130a,46.354786
d-1063018h,42.753956
e12616376T,63.913635
g-1997866b,41.785263
p22351271i,47.69675
s18801959g,52.010952
W-1146682H,48.48859
Y21010106g,33.257328
N-1493098E,53.534565
a16757494v,44.40758
L31333870v,39.831715
O-1116026m,32.688545
a-1327017v,75.69092
J32481265i,32.287045
u-7465003y,48.85237
C-8282660x,74.68496
z-1194508g,43.141968
M17131119X,36.185387
A16430015I,42.06725
T21560454W,45.299423
d-5044364D,32.451202
A-4567027H,31.365522
l14731037p,31.621193
j21216284z,33.870396
w18663416B,47.458878
N-1067764s,51.504807
a96316507d,42.83594
Q-2863519f,42.911224
R-4412745F,69.64959
w-2100178z,43.41189
N12140841u,50.060135
v-2217035r,41.124672
j22675199u,30.6823
Y-2060323c,39.65007
H-9946877t,49.22405
V24408620j,60.75125
D20994817l,30.950733
d-5916656a,48.44386
r-1888435Q,48.920063
s-8011046y,60.31483
l-8338225N,35.079063
N17651234L,64.84875
t-1660621F,33.70673
A-4300243z,31.60744
Q-1531120K,75.61641
b14483061v,31.923788
p13496102g,37.96347
f-3084055k,43.99855
b-7106735g,38.50067
B-5818398M,50.665253
k-6134216L,53.25627
q-8983496T,31.964169
c21152319h,33.331688
u22537189s,46.589535
S42898575W,34.83505
u-2592615u,46.78858
U15973213W,38.809227
a-1555492o,32.92922
T17948597q,49.985466
K-1596430s,52.0228
t70806905i,53.163868
Q-8927952V,36.043114
b-1699417D,33.597263
l-1528999M,36.999832
i-1075099j,42.822056
g-1203735u,53.141563
N68342352J,63.30699
t19684834s,73.44109
P28960538x,31.002363
k70721764Z,45.429184
P35164993z,69.42186
v-1084231t,41.033245
P62164543W,41.39793
V-1603027E,73.56623
r-3939023a,35.876553
D-1008484E,35.13992
Q-2192864t,33.952953
m97152459x,47.05974
n79502261g,75.31891
I-1934004o,44.369717
w-8712305w,60.11938
t19569988O,50.06274
w-6743502g,55.515316
e17224457A,33.072403
N25093826z,41.362972
k53344668C,32.36287
c18837598f,33.774197
o55235221X,34.24156
x83440968Q,39.976494
a-2129214S,37.64528
O16337155M,43.654808
o-1780770o,44.26741
O-1008421H,52.17904
a33313854t,32.207867
M45840955U,60.63997
q22701640I,45.86201
J-2186173q,39.704643
T-9875021z,64.94599
B16049866X,39.953392
i19613288g,51.391502
P52156891U,47.16374
q-1768505B,52.385593
D-1867285e,37.69683
l-2092770w,36.87809
Z15287780R,52.145817
O18471034K,51.678715
p20324322c,45.35252
p-8776685b,50.236004
A12568692Y,32.70734
G62487539y,32.35044
y-7520188c,50.428757
U-3855489z,41.361877
j47796305l,36.51468
S-6466908z,47.382996
Z-2472770a,33.94239
B72054123K,33.31596
P63973841b,33.977177
u95341442h,32.644844
z-5617263I,51.06997
s-1440522g,34.666832
w-1350890O,52.272858
b-1785569X,31.371107
N17581389s,63.871258
Z-6866329f,41.6298
a15357539b,44.809975
y-1168665M,33.382042
X-1688379x,41.38036
Z73577393A,72.28933
r-1140095D,49.1304
k17692433t,35.232235
a-2924229p,37.365032
I19994305a,51.202595
R16189354h,44.41452
f61508634I,32.775482
S56454866u,56.457573
u-2542978x,37.494297
p36642359W,31.747482
z22596029p,64.15494
j13578702a,42.606194
m41690051B,34.342922
C-1990447o,69.93629
f17350995b,48.89636
A13722291q,58.23576
c-8926473m,35.52285
R-1161362E,55.981243
E-1829228V,46.759686
f-1106666p,40.431057
B-1345652W,31.716425
e-3819053E,51.027077
H12470081t,74.892395
Y-2395041a,32.94739
m-6830168g,52.251705
n-1048550o,43.812725
p-4620845q,30.7271
z-1908457z,76.00272
r11798594T,31.420408
n-1078109P,34.255764
g21697086z,32.523525
i-3020701S,45.456085
B51449710T,40.406475
G17715538Y,34.16957
d85134463X,32.810905
M-5383474I,44.493176
u79799419P,44.951977
h20236568A,73.750015
Q-1319605b,33.289196
d-1613102p,37.178802
S41123157J,32.23611
x-1174319N,44.592545
V-1073406u,46.8594
V21379614l,50.068707
z-3747302L,46.327045
y-2605432W,37.74276
g21854185N,34.964935
E98324062j,48.34325
Y97110971P,72.76275
X-3262812p,44.979153
H-1041344f,34.504734
c96102825T,30.93071
F-8514150E,74.34356
n14484446O,41.07123
H72378904z,31.678616
U22558213g,32.406734
e-1228757n,45.429703
L-5297416Y,44.96197
j-1143057h,33.28033
p-1573015A,31.300869
U65662686c,32.88748
S-4820484y,32.01983
g-8761468w,65.03161
Q-6145494U,34.38776
W10708735F,32.630096
p17325319H,50.69008
F-1510394i,74.43737
C58608888l,33.209362
d-2253716j,38.484135
x16453445a,72.254875
I66859230r,33.069195
P64817824s,75.49407
g-1168593W,58.501408
K22750834U,72.69771
I-1242074u,53.47645
F-3351081U,30.895872
F19447831G,31.54738
s-1689007T,32.258057
k10152000a,41.126514
H12617664T,39.781136
t-1064471J,31.60993
t-2197360k,42.789005
d-2120346e,34.415348
O-1642949k,31.7105
Q53125922U,33.831825
b-1461155F,41.97079
Q39818857Y,34.00488
r62935175h,31.642506
W-6196754y,73.569824
g28641563H,74.01727
j11454423o,44.349686
F-1666827W,53.67537
A21999620z,50.21181
c75592211G,67.52753
L-1701832m,71.23103
k18648690J,34.121964
h-1998519z,43.34971
U-6212557F,46.42121
e-2299648Q,65.523155
s-1139976I,42.74637
K-8425830Q,33.035454
d22617101F,35.83233
D17905231R,57.005016
u13437959M,49.655376
Z-9946732U,53.004574
K-1500884y,34.663754
c-1794298L,68.84644
M15430763y,42.56094
p-1264204Z,39.404846
U38299579G,31.200089
c56523775V,34.832516
T38194151F,34.42027
m-3164602H,34.674442
n-1234064Z,41.056244
J-1156067J,35.07235
f-6526492s,70.31578
l20269048F,33.853676
B98720158A,45.52579
C-1753458i,33.45975
x21906434L,52.195595
i13542684X,46.51139
u-1875498r,48.108795
X-1879171y,34.797245
t21801419s,48.99127
L21647080y,34.16437
h-5026863d,67.2088
T-3466939S,46.060757
m12662735d,34.394985
t14261623o,41.889717
n-2837743g,43.708286
e-2154304r,36.730915
N-2215366J,33.440556
g-1249815S,59.57293
W-1215684E,33.162243
A11461567u,42.66176
L16034991d,61.206997
L-2243568g,75.53583
U11614816e,46.349464
h-1908691k,51.15132
S-1588766I,36.817474
i-2841469F,40.556065
W12646665I,39.749264
P-2897916I,53.049286
q-1324803Z,44.449978
A-6570552N,31.037096
k-1985555z,30.549244
k13077603E,42.49664
H11107062P,33.933517
u-1297698j,50.856434
R23868498r,45.686493
N-1923238g,42.518646
j-5320438l,33.79914
M-2097633r,74.448204
U52942046Z,31.896894
h17001071q,52.67733
R-1401948E,47.97307
a-1738562d,32.63458
R99178335S,34.319035
t19157053h,34.68926
m14758475e,47.76638
B47711748K,45.827496
t21884438y,37.408646
V-2454314m,74.38659
Z16920973J,33.215218
b13641719v,51.18127
X13092819Q,54.293373
r14567820H,39.576656
a-1296325M,43.8422
v-1923353f,44.426937
P75675086P,33.92095
H-2270745P,38.294888
f-1963567i,51.76834
C19974180h,64.37467
N39559408S,31.222149
P-2227204H,36.911148
P13046593R,39.752403
k72805610d,36.206318
N62378224U,44.9757
j-1956405K,75.75666
Q-1492285k,63.053448
Q11700844e,57.99458
E-3042252G,64.74253
q-1872858i,74.707245
h-1344515n,48.529583
O-1383891v,35.269855
X64881130C,33.941063
U19015371f,48.49993
R69641219y,53.31957
M25907433E,35.381973
e-1885009l,57.96758
l-1959164P,43.575764
M-9949056v,34.75431
d-1302572o,62.359413
f22323125D,45.08243
d10736354y,34.76681
w-3928877y,46.89072
y13551852I,31.023636
p-6352560b,31.51711
i11460685H,31.701761
r44913393N,36.014442
S11426971O,31.635729
S-4753227p,38.017677
Z-9466103x,60.882393
b86382646t,41.88462
T-2294411h,37.92325
f13646346O,31.870493
k12390619M,34.275265
p14822094P,30.613739
y-1267351r,32.222046
r10427446Y,32.18578
Z21148829c,35.117718
w15143755c,60.99388
s12154911r,31.155191
y76872086H,51.587162
p15590759i,39.968437
z-5067315t,49.787155
H-1836769I,32.10373
f-1042769Z,54.983414
f16491132W,37.803066
P21644134e,50.64284
o67669876a,53.95022
h-1414900L,49.7673
i90456198D,48.638577
B-2199737O,57.977325
s-5157124G,68.13061
q20798329k,49.382908
b-6366825A,35.74672
o16666830b,43.191353
H-2456490y,31.726288
p17190552s,34.218567
P22575706L,44.102978
W19937723D,48.52046
p-2060516y,36.559647
x13966371T,43.384075
q53435481a,30.697529
Q-9617805F,49.80677
N59793228F,35.622044
M52666824i,49.919872
T-1009246T,31.91786
f11409987C,52.710598
z-7198780T,33.645348
k-7951300Y,33.472267
J19069143E,47.143044
b-1597167C,48.69349
O-6623929C,34.533745
F14674957T,40.210835
t82296586k,38.638474
Z20453566w,44.538826
J82279855E,35.56127
n-2242535p,38.547127
V-1226312R,32.152332
v-7763664j,31.359053
h-1179139J,32.51054
x13640960Q,55.54588
Z-2276652N,45.477135
F-2165841B,32.9957
x-1331529J,45.999947
J-2127749D,51.276688
